dataset,random_seed,r2_train,r2_test
598_fri_c0_1000_25,11964,0.9506722445546256,0.9468602675988133
560_bodyfat,860,0.9927488832452319,0.9991365867742704
603_fri_c0_250_50,11284,0.8896135946989869,0.8514806461650931
503_wind,15795,0.7904862097689933,0.7845610312585686
620_fri_c1_1000_25,22118,0.9551204654346226,0.9433354571388216
607_fri_c4_1000_50,5390,0.772634603899964,0.7747359741033722
581_fri_c3_500_25,11284,0.9569331715025116,0.938511269860306
197_cpu_act,5390,0.9801367334300289,0.9815922947218472
605_fri_c2_250_25,5390,0.8319419084604472,0.7906016718017026
586_fri_c3_1000_25,860,0.8350591110397346,0.8359845114394087
618_fri_c3_1000_50,15795,0.7802345910889379,0.7549652368310322
1196_BNG_pharynx,11284,0.49033837996287055,0.48785779857124045
617_fri_c3_500_5,29802,0.9538974891469835,0.9482259795703096
666_rmftsa_ladata,23654,0.7900629899347622,0.5440966787723501
banana,11284,0.6625882652702269,0.6731045308787977
485_analcatdata_vehicle,22118,0.8780398361574624,0.8956243887609631
649_fri_c0_500_5,11284,0.9616322425908475,0.9536284001293057
631_fri_c1_500_5,5390,0.9449532791188278,0.9553675200894607
560_bodyfat,22118,0.9846123717332966,0.989235167590832
598_fri_c0_1000_25,11284,0.96597883188248,0.9565710857228554
620_fri_c1_1000_25,860,0.8452343691024203,0.6692078707672798
613_fri_c3_250_5,5390,0.9624496477149831,0.9307540713769085
556_analcatdata_apnea2,5390,0.9286940905359822,0.7289388245326538
588_fri_c4_1000_100,22118,0.7325837665299713,0.7326501161494655
215_2dplanes,860,0.9360588477367389,0.9365763479360095
651_fri_c0_100_25,15795,0.8559521123321594,0.839739958274614
604_fri_c4_500_10,6265,0.9564271339794403,0.9543271797815002
537_houses,11284,0.7070890161720494,0.6990433276176766
218_house_8L,15795,0.6399229984563389,0.5987406758898111
637_fri_c1_500_50,11284,0.7687581026871539,0.6621887622720757
647_fri_c1_250_10,22118,0.944901029567169,0.8978860093511526
637_fri_c1_500_50,5390,0.7871418808608734,0.5629493554126419
609_fri_c0_1000_5,5390,0.9616502378437315,0.964053279237994
645_fri_c3_500_50,23654,0.8319972815131524,0.8090688957364095
542_pollution,6265,0.9729729572450705,0.6814424564154373
657_fri_c2_250_10,22118,0.8994897476711149,0.8022457299829908
594_fri_c2_100_5,860,0.8088598830530107,0.7509901337620863
609_fri_c0_1000_5,11964,0.9631257614795681,0.9586421021295811
230_machine_cpu,11284,0.9674195085124697,0.6603531797332931
695_chatfield_4,11964,0.939031779988784,0.7415333187188078
665_sleuth_case2002,15795,0.555942653538998,0.09491422757636236
687_sleuth_ex1605,21575,0.8932643905823533,-0.38439808512332574
229_pwLinear,11964,0.9162899907904625,0.8685300276775767
581_fri_c3_500_25,21575,0.9459918830796996,0.7236113310111676
594_fri_c2_100_5,11284,0.8775587851326415,0.7871979384704229
649_fri_c0_500_5,21575,0.9619166818119255,0.9609480473900605
608_fri_c3_1000_10,29802,0.944356125851117,0.9385429970745832
637_fri_c1_500_50,22118,0.7690321891586438,0.7490759982190742
603_fri_c0_250_50,5390,0.8862573474807637,0.8560246867562529
591_fri_c1_100_10,23654,0.8590340942916699,0.7255140351283189
627_fri_c2_500_10,5390,0.9275802912631346,0.8669906258463149
608_fri_c3_1000_10,11964,0.9413008923196252,0.9122169763553115
207_autoPrice,21575,0.958967828195453,0.7356097812994844
230_machine_cpu,29802,0.9781558043413554,0.7571481539604838
485_analcatdata_vehicle,5390,0.9671603193078671,-0.5995213764342577
607_fri_c4_1000_50,6265,0.7852849705186707,0.7868095876746897
344_mv,5390,0.9998853481194376,0.9998558133396607
606_fri_c2_1000_10,15795,0.9521872142209165,0.9543762355093712
658_fri_c3_250_25,29802,0.9250495341919498,0.8801901571521722
604_fri_c4_500_10,860,0.9536919864112221,0.9091501536308663
617_fri_c3_500_5,11284,0.9460897995564425,0.9183900605776035
527_analcatdata_election2000,6265,0.99999992143079,0.9999974661347462
485_analcatdata_vehicle,11964,0.8743027376927207,0.663328564174991
294_satellite_image,23654,0.829297971244242,0.829788772316075
1191_BNG_pbc,11964,0.3477255735357032,0.34400354956373214
598_fri_c0_1000_25,15795,0.9515870330318096,0.95883584503274
225_puma8NH,29802,0.6897310817192863,0.6801153293463825
595_fri_c0_1000_10,29802,0.9554492967016767,0.9516517486911081
602_fri_c3_250_10,15795,0.9367360587199995,0.9300918702094169
230_machine_cpu,23654,0.9851198715604923,0.9044600033161598
215_2dplanes,22118,0.9443051360684508,0.9439287937110212
631_fri_c1_500_5,11964,0.9498635816707788,0.935751831072935
1096_FacultySalaries,11964,0.9993223339723096,0.9079729961374319
560_bodyfat,15795,0.9981345594205675,0.9794932092714383
557_analcatdata_apnea1,5390,0.9036581774285891,0.9155490134434087
579_fri_c0_250_5,15795,0.9104345093339821,0.855622779580273
4544_GeographicalOriginalofMusic,21575,0.7676573508581647,0.779924811667307
611_fri_c3_100_5,29802,0.8353664619137597,0.7852582559225404
573_cpu_act,11284,0.9820053598799897,0.9776108382206412
573_cpu_act,860,0.9805309842501263,0.9781737808700786
581_fri_c3_500_25,23654,0.8975566402067998,0.8997742737250579
561_cpu,5390,0.9996530202268847,0.9721794302130462
294_satellite_image,11284,0.8172984528057939,0.8226642278525271
601_fri_c1_250_5,15795,0.9529513939636829,0.9281740021629915
665_sleuth_case2002,5390,0.5348446411980263,-0.07100403997929905
695_chatfield_4,15795,0.9512285074695489,0.7906654130875298
663_rabe_266,860,0.9994779370343506,0.9967530433563415
215_2dplanes,6265,0.9399732314578441,0.9385906767903903
522_pm10,6265,0.45974984759427806,0.05625992403750446
646_fri_c3_500_10,860,0.9112664372750706,0.8600831924887025
201_pol,11964,0.7461558808897886,0.7547531566991876
599_fri_c2_1000_5,22118,0.9465544654662053,0.9517332532442925
218_house_8L,23654,0.665816843295117,0.604850095109406
627_fri_c2_500_10,11284,0.9585163347677713,0.959972414512332
560_bodyfat,23654,0.9917791916577849,0.9948625368171994
608_fri_c3_1000_10,5390,0.9490939174188543,0.8872477578927073
529_pollen,11284,0.7947089153698004,0.8014661164432053
227_cpu_small,29802,0.9711191497510686,0.9752526706928965
665_sleuth_case2002,21575,0.5533169648014955,0.016551957786642424
654_fri_c0_500_10,860,0.9602388471499048,0.949285318998424
557_analcatdata_apnea1,21575,0.9509059294402523,0.7139757483343283
623_fri_c4_1000_10,23654,0.9523495712036574,0.9516957871074648
604_fri_c4_500_10,29802,0.9551641776996798,0.944325490182968
593_fri_c1_1000_10,15795,0.9517404389998857,0.9352761002189626
646_fri_c3_500_10,21575,0.9422392663358808,0.9130899007346804
613_fri_c3_250_5,15795,0.9468821400901277,0.9003868981124917
229_pwLinear,29802,0.9050038535106009,0.831728438925337
294_satellite_image,860,0.8196919394667873,0.8102636449469208
228_elusage,22118,0.9162155605565714,0.3375274970281015
603_fri_c0_250_50,22118,0.9297129273789728,0.8950648331476901
529_pollen,22118,0.8002381531669688,0.7831496217069234
225_puma8NH,860,0.6875604113249829,0.6844483851322174
658_fri_c3_250_25,15795,0.8020681704870138,0.7539507074221627
654_fri_c0_500_10,21575,0.9535910676071486,0.963298297723985
628_fri_c3_1000_5,23654,0.9286817698046804,0.916606662337083
596_fri_c2_250_5,29802,0.9548687362056056,0.9094994845633646
634_fri_c2_100_10,29802,0.765365434567286,0.764162531730809
651_fri_c0_100_25,5390,0.8522151530091183,0.7750348881637998
590_fri_c0_1000_50,15795,0.8774993727159561,0.8740688168448876
622_fri_c2_1000_50,11284,0.7226100736396398,0.6750931328370808
562_cpu_small,21575,0.9718049238153441,0.9706829885812136
613_fri_c3_250_5,6265,0.9460056584554208,0.8575991103074518
644_fri_c4_250_25,23654,0.9059542434484958,0.8257469029701899
1191_BNG_pbc,22118,0.3410262895660757,0.3423049766009644
658_fri_c3_250_25,860,0.8658509096812439,0.85266929603965
641_fri_c1_500_10,860,0.9296164942449937,0.8984538722522393
648_fri_c1_250_50,21575,0.9206580731799416,0.9478612172330461
1096_FacultySalaries,23654,0.9780764583852526,0.7928080112953997
556_analcatdata_apnea2,860,0.8262015401392067,0.7142043130415712
529_pollen,15795,0.7963187700817573,0.7946477977830659
1595_poker,29802,0.09126526998388529,0.0681768774663919
523_analcatdata_neavote,21575,0.9550233725597498,0.9507196951107932
1193_BNG_lowbwt,29802,0.5960748556290469,0.5936008042050177
616_fri_c4_500_50,29802,0.8188658950628402,0.8612287774199057
678_visualizing_environmental,860,0.7841014067039866,-0.13192123936243805
611_fri_c3_100_5,11964,0.947131757930205,0.7421164802194649
519_vinnie,22118,0.7724783699424964,0.6809357859174581
649_fri_c0_500_5,5390,0.9617003217969267,0.9544880027381538
641_fri_c1_500_10,11964,0.9277538435611753,0.940689994836119
615_fri_c4_250_10,29802,0.9239343426711848,0.7365816897428292
627_fri_c2_500_10,15795,0.9560542620350364,0.9385620364371938
1203_BNG_pwLinear,11964,0.6096272051952254,0.5996097609782135
1029_LEV,5390,0.5850133545572813,0.5418071168003123
604_fri_c4_500_10,11284,0.949286590308052,0.9454647810708106
606_fri_c2_1000_10,29802,0.9377618742008742,0.9295233391416304
1201_BNG_breastTumor,23654,0.1140321031833138,0.11573434139722338
635_fri_c0_250_10,23654,0.9542251931031795,0.9435008580360836
1027_ESL,11964,0.894421974314831,0.8578788017726126
537_houses,5390,0.73245752125907,0.7443700226316687
646_fri_c3_500_10,22118,0.954908002216222,0.9609042559314204
643_fri_c2_500_25,5390,0.8297035797402303,0.8298216434411961
588_fri_c4_1000_100,23654,0.8238916165263749,0.8357357743717589
4544_GeographicalOriginalofMusic,6265,0.7515047912065016,0.7221283971871493
601_fri_c1_250_5,860,0.9586846661790626,0.9571966919055804
1201_BNG_breastTumor,15795,0.1179163466046459,0.11213727682875363
557_analcatdata_apnea1,23654,0.9519095487822933,0.76273607061551
608_fri_c3_1000_10,11284,0.953240040508564,0.9508693020705202
228_elusage,860,0.9164674741624533,0.41223375822029484
607_fri_c4_1000_50,22118,0.7097390230229049,0.7594964504553512
649_fri_c0_500_5,23654,0.9595413462144343,0.9614561785415289
201_pol,11284,0.760464255774011,0.7633070446159329
596_fri_c2_250_5,6265,0.9502325029015288,0.8969643231032233
611_fri_c3_100_5,11284,0.9490549067065572,0.7363385900327107
596_fri_c2_250_5,11284,0.9575458768184925,0.8760321747010658
197_cpu_act,860,0.9805309842501263,0.9781737808700786
591_fri_c1_100_10,21575,0.8763264133617427,0.4822578420187821
579_fri_c0_250_5,11964,0.9295012343043748,0.7369441266447065
592_fri_c4_1000_25,29802,0.9472649449097643,0.9273578754039137
616_fri_c4_500_50,11284,0.8310799362574155,0.5388667139806445
624_fri_c0_100_5,23654,0.8949700706177272,0.8720834862811307
595_fri_c0_1000_10,11284,0.9574932490415468,0.9468154695525399
604_fri_c4_500_10,15795,0.9430024989947958,0.9275317580154292
1595_poker,860,0.13533474618401575,-3.431298681211647
605_fri_c2_250_25,21575,0.9057691221730064,0.8455216766486781
197_cpu_act,6265,0.979860153031735,0.9810630335666486
598_fri_c0_1000_25,22118,0.9163870112570304,0.9167897574285265
1191_BNG_pbc,860,0.33381766664536017,0.3422526032099461
633_fri_c0_500_25,15795,0.9473685026527241,0.9331625176454333
648_fri_c1_250_50,11964,0.8147756853334625,0.7934487112869482
1089_USCrime,15795,0.9855348585127893,0.8631145873867895
615_fri_c4_250_10,15795,0.9171756802197085,0.9087689022591852
1193_BNG_lowbwt,860,0.601580111956781,0.5981540806558066
641_fri_c1_500_10,29802,0.9456489087421214,0.9023828397174312
207_autoPrice,11284,0.9546856242644604,0.8745637066644653
627_fri_c2_500_10,11964,0.940323940984789,0.9213811345851753
589_fri_c2_1000_25,11964,0.818034124029999,0.8293980042847218
344_mv,22118,0.9998335263879448,0.9998340938333967
590_fri_c0_1000_50,22118,0.8903451578351727,-14.056092750852583
561_cpu,29802,0.9996866737005237,0.9855808964432127
663_rabe_266,23654,0.9996528715146344,0.999416993670385
591_fri_c1_100_10,6265,0.8097249046266493,0.8296056199945925
557_analcatdata_apnea1,860,0.9018729173085489,0.9674779669154224
574_house_16H,15795,0.4835938464291756,0.4912248014597703
225_puma8NH,11964,0.6889046022249932,0.6812550214586919
201_pol,860,0.7456097489047648,0.7450189377609271
584_fri_c4_500_25,22118,0.8625016900483096,0.8451920443134431
657_fri_c2_250_10,23654,0.8370406927162686,0.6839590046392496
201_pol,21575,0.7129106751795379,0.7049351730943885
210_cloud,11284,0.9505053344838338,0.6133653763761329
611_fri_c3_100_5,15795,0.9459427610256678,0.6270007924539605
645_fri_c3_500_50,22118,0.7708861607480446,0.8201519387375941
649_fri_c0_500_5,29802,0.9633506881057491,0.9445942253093367
1030_ERA,22118,0.3922589728263832,0.4251799705786632
579_fri_c0_250_5,11284,0.9626434788263667,0.9502404158803683
622_fri_c2_1000_50,23654,0.8106270265471301,0.7980334111081547
644_fri_c4_250_25,11284,0.9338504707284255,0.928366504565474
657_fri_c2_250_10,29802,0.9459926615767233,0.923155228746724
586_fri_c3_1000_25,15795,0.946698678016469,0.9260902302238021
596_fri_c2_250_5,15795,0.9625568019309412,0.9526467780680216
633_fri_c0_500_25,29802,0.9525403402568275,0.9428299742184214
653_fri_c0_250_25,860,0.9144938850410257,0.8957389067753848
207_autoPrice,22118,0.9536827341062831,0.8896576270970884
656_fri_c1_100_5,11964,0.8700928648341542,0.8935584187619767
663_rabe_266,15795,0.9995258515084575,0.9994384182909747
519_vinnie,11964,0.7796401843459826,0.6967647147382737
599_fri_c2_1000_5,6265,0.9387519360027757,0.9504764488305576
650_fri_c0_500_50,15795,0.9032131838780172,0.8851840209493798
537_houses,6265,0.7349078926164795,0.7208476068630839
613_fri_c3_250_5,23654,0.9676657513774244,0.9507532543654242
620_fri_c1_1000_25,5390,0.9160117976197373,0.8831678727482917
597_fri_c2_500_5,15795,0.94778644593351,0.9476710369471092
695_chatfield_4,29802,0.8980162758798966,0.8551985218028844
650_fri_c0_500_50,5390,0.9057088195443523,0.9025510458204717
595_fri_c0_1000_10,5390,0.9572160949899743,0.9412205979329537
503_wind,11964,0.7923566731671285,0.7838699434100621
612_fri_c1_1000_5,11284,0.9500247242995636,0.9447684524916898
201_pol,5390,0.720876422059161,0.738367924587142
519_vinnie,5390,0.7699654271590988,0.6327277234729525
583_fri_c1_1000_50,22118,0.7501601859591669,0.7604741852651822
503_wind,22118,0.7823165516833717,0.8074130478097875
622_fri_c2_1000_50,5390,0.8998909595077804,0.8995425843676734
624_fri_c0_100_5,29802,0.8662281029883656,0.7978024888666718
4544_GeographicalOriginalofMusic,860,0.7688988716883507,0.7398704827005633
616_fri_c4_500_50,11964,0.8385734895051458,0.6815762951938438
712_chscase_geyser1,5390,0.7911980775942515,0.7004335916974544
595_fri_c0_1000_10,22118,0.9571190782466661,0.9506727908393997
588_fri_c4_1000_100,6265,0.8145912698031518,0.7861682105604072
192_vineyard,22118,0.8597052750247001,0.4217135922191366
537_houses,11964,0.7426664972118827,0.7380108850036464
593_fri_c1_1000_10,860,0.9751952811469311,0.9726005083424288
589_fri_c2_1000_25,29802,0.8199201819028369,0.788140740576847
597_fri_c2_500_5,21575,0.9503195643434151,0.9405809322566857
626_fri_c2_500_50,29802,0.7643077515206169,0.5002848395640138
197_cpu_act,15795,0.981168156544944,0.9801280686599948
586_fri_c3_1000_25,23654,0.9573684203699495,0.9671601378877821
1203_BNG_pwLinear,11284,0.6150812590464256,0.6036397213291141
631_fri_c1_500_5,22118,0.9536391812321445,0.9105719669513359
706_sleuth_case1202,6265,0.8638105194272709,0.8092724995064929
666_rmftsa_ladata,15795,0.7591688414246747,0.7259047476885956
695_chatfield_4,5390,0.9126853368540642,0.8340703671993837
651_fri_c0_100_25,29802,0.8753873436855614,0.7368925909052977
294_satellite_image,22118,0.8225669083378908,0.7976241847650136
635_fri_c0_250_10,860,0.9480524604173434,0.9028629729846955
4544_GeographicalOriginalofMusic,11964,0.7957876661268048,0.787611307709392
590_fri_c0_1000_50,860,0.8743253559382098,0.8921937759820062
628_fri_c3_1000_5,29802,0.9592891512991654,0.9606411748515162
597_fri_c2_500_5,860,0.9510287143283922,0.898510695926613
666_rmftsa_ladata,6265,0.7295883737063207,0.6580948747608093
621_fri_c0_100_10,6265,0.8561097153280508,0.9003811698660249
561_cpu,22118,0.9997182917327544,0.9948490488061639
603_fri_c0_250_50,29802,0.9103990329950661,0.741063621266475
344_mv,11964,0.9998464239631822,0.9998368136451551
218_house_8L,22118,0.6462783004214961,0.647082469474004
561_cpu,21575,0.9997908017419049,0.951962987066499
658_fri_c3_250_25,21575,0.907136936645037,0.9270759933013307
635_fri_c0_250_10,5390,0.9516503685795105,0.9427452886213747
215_2dplanes,21575,0.9395824166487085,0.937030036871902
612_fri_c1_1000_5,22118,0.9449769681388079,0.9594574058374543
641_fri_c1_500_10,22118,0.9306701913849461,0.9252562543554124
620_fri_c1_1000_25,21575,0.9384344779579136,0.9307495193261783
687_sleuth_ex1605,860,0.9128138468608827,-2.0148430217660382
230_machine_cpu,6265,0.96112194325254,0.7690158242312098
230_machine_cpu,11964,0.98171395752466,-12020549.252826167
195_auto_price,11284,0.9412694104660557,0.8641878603718016
695_chatfield_4,11284,0.9235883559685562,0.8747403066876561
634_fri_c2_100_10,11284,0.8220006394269395,0.5069588078293106
687_sleuth_ex1605,6265,0.8897246123502636,-0.3920203298160261
582_fri_c1_500_25,6265,0.9077672000124475,0.8856989699015524
591_fri_c1_100_10,22118,0.8294494366428903,0.7985830862722703
574_house_16H,11284,0.47002979624719377,0.43993948937372707
564_fried,29802,0.9598166784974519,0.9605958790591397
606_fri_c2_1000_10,11284,0.9518470942268293,0.9580351104955752
1028_SWD,22118,0.5439193861506388,0.17557432628153002
641_fri_c1_500_10,23654,0.9266622410110076,0.894492775552581
647_fri_c1_250_10,15795,0.9459163319954528,0.9304239899182661
623_fri_c4_1000_10,15795,0.9415096217082349,0.9470080523830884
1028_SWD,6265,0.5176909902984022,0.27410108732111993
603_fri_c0_250_50,860,0.8896906207226511,0.864866321089425
690_visualizing_galaxy,15795,0.9843487104523092,0.9605601058518869
1030_ERA,6265,0.42101506372555797,0.3598705388139223
590_fri_c0_1000_50,23654,0.9276560252713766,0.9289634211354634
1203_BNG_pwLinear,860,0.6137816414186662,0.5973256974708815
228_elusage,5390,0.8777759076695651,0.607997306688073
582_fri_c1_500_25,21575,0.9111334835058916,0.8998376928487882
527_analcatdata_election2000,21575,0.9999745158421818,0.9991867924312827
650_fri_c0_500_50,6265,0.9264457959100739,0.8947703629177997
581_fri_c3_500_25,22118,0.9186308022768079,0.9056855653702272
594_fri_c2_100_5,15795,0.8734690956168524,0.7551279025961026
1028_SWD,11284,0.514651384875177,0.35831169404499474
582_fri_c1_500_25,11284,0.8649045464085703,0.8242559865267054
634_fri_c2_100_10,22118,0.7343990984812514,0.5735652598280816
573_cpu_act,6265,0.979860153031735,0.9810630335666486
637_fri_c1_500_50,23654,0.7781755055974432,0.7087130101439388
1193_BNG_lowbwt,22118,0.6089998779290389,0.5895310748015488
602_fri_c3_250_10,5390,0.9366919938504513,0.940261488302601
605_fri_c2_250_25,22118,0.9650848463225006,0.9081876713880543
557_analcatdata_apnea1,29802,0.9368284064339895,0.7836500059960096
529_pollen,6265,0.796378822702677,0.7969680524269522
588_fri_c4_1000_100,15795,0.7315790741754258,0.7126932418888511
596_fri_c2_250_5,5390,0.9650368731516867,0.9105411210988075
582_fri_c1_500_25,5390,0.9111685452459033,0.8998874017322764
584_fri_c4_500_25,21575,0.86877439227431,0.8850295848214896
574_house_16H,5390,0.4220752426711275,0.43428446517931907
522_pm10,29802,0.46454824701624076,0.11201919781380265
695_chatfield_4,21575,0.9132736603607673,0.8397735452281141
banana,22118,0.6632508509134412,0.6399467353275214
605_fri_c2_250_25,6265,0.9127322572581746,0.8370114670528379
613_fri_c3_250_5,11284,0.9376317772743317,0.913373094970985
651_fri_c0_100_25,22118,0.8311305672276712,0.5033362357249719
621_fri_c0_100_10,23654,0.874083089174511,0.7775007396880931
1203_BNG_pwLinear,5390,0.6028384904324264,0.5989198738837539
1029_LEV,11284,0.5846916902327347,0.5760595874914709
712_chscase_geyser1,15795,0.7508207068565498,0.8422578535345562
643_fri_c2_500_25,11284,0.9248097808505267,0.9014966813921961
604_fri_c4_500_10,22118,0.9485225397810041,0.9402575715553091
